Orthogroup	Arabidopsis_thaliana	Lotus_japonicus
OG0009446	AT5G43822	LotjaGi6g1v0078100
OG0009447	AT1G02910	LotjaGi1g1v0766300
OG0009448	AT5G39790	LotjaGi6g1v0058800
OG0009449	AT2G02910	LotjaGi4g1v0182700
OG0009450	AT1G67620	LotjaGi3g1v0063400
OG0009451	AT3G01790	LotjaGi1g1v0194900
OG0009452	AT4G38690	LotjaGi1g1v0559900
OG0009453	AT3G54510	LotjaGi3g1v0113000
OG0009454	AT4G13577, AT5G10320	LotjaGi6g1v0092400
OG0009455	AT5G13390	LotjaGi1g1v0552200
OG0009456	AT5G11580	LotjaGi1g1v0405900
OG0009457	AT5G52980	LotjaGi5g1v0276900
OG0009458	AT1G59990	LotjaGi3g1v0142400
OG0009459	AT1G74700	LotjaGi2g1v0006000
OG0009460	AT5G48040	LotjaGi4g1v0390400
OG0009461	AT2G39260	LotjaGi6g1v0212500
OG0009462	AT3G24030	LotjaGi6g1v0012200
OG0009463	AT5G12410	LotjaGi2g1v0443500
OG0009464	AT4G24110	LotjaGi6g1v0033500
OG0009465	AT3G04780	LotjaGi5g1v0213300
OG0009466	AT3G44160, AT3G48620	LotjaGi3g1v0183800
OG0009467	AT1G05140, AT2G32480	LotjaGi3g1v0467200
OG0009469	AT3G56690	LotjaGi1g1v0659000
OG0009470	AT3G23710	LotjaGi4g1v0369500
OG0009471	AT1G29790	LotjaGi4g1v0025900
OG0009472	AT2G21195	LotjaGi1g1v0586900
OG0009473	AT3G07530	LotjaGi3g1v0112900
OG0009474	AT2G18630	LotjaGi4g1v0115000, LotjaGi2g1v0394100
OG0009475	AT5G22875	LotjaGi3g1v0484100
OG0009476	AT4G12760	LotjaGi1g1v0557600
OG0009477	AT4G10340	LotjaGi2g1v0162400
OG0009478	AT4G13040	LotjaGi1g1v0590800
OG0009479	AT2G40460	LotjaGi6g1v0082900
OG0009480	AT1G08720	LotjaGi5g1v0216200
OG0009481	AT2G31340	LotjaGi6g1v0022000
OG0009482	AT5G15550	LotjaGi2g1v0265800, LotjaGi2g1v0258500_LC
OG0009483	AT2G32640	LotjaGi1g1v0062900, LotjaGi1g1v0063400
OG0009484	AT2G27900	LotjaGi3g1v0482400
OG0009485	AT3G59420	LotjaGi3g1v0033400
OG0009486	AT5G28470	LotjaGi1g1v0214500, LotjaGi4g1v0245900, LotjaGi1g1v0578100
OG0009487	AT5G13650	LotjaGi0g1v0000300
OG0009488	AT5G19850	LotjaGi2g1v0276200
OG0009489	AT1G70580, AT1G23310	LotjaGi2g1v0324300
OG0009490	AT4G14590	LotjaGi5g1v0253100
OG0009491	AT3G10405	LotjaGi5g1v0270200
OG0009492	AT5G40960	LotjaGi1g1v0625200
OG0009493	AT1G31750	LotjaGi2g1v0349200, LotjaGi3g1v0073900, LotjaGi4g1v0141700
OG0009494	AT1G77290	LotjaGi1g1v0267200
OG0009495	AT4G16745	LotjaGi4g1v0201000
OG0009496	AT3G46960	LotjaGi6g1v0134200
OG0009497	AT5G08720	LotjaGi4g1v0413400
OG0009499	AT1G71260	LotjaGi1g1v0786600
OG0009501	AT1G16900	LotjaGi3g1v0158200
OG0009502	AT5G24300	LotjaGi1g1v0287000
OG0009503	AT2G46915	LotjaGi5g1v0000200, LotjaGi3g1v0000500
OG0009504	AT5G19620	LotjaGi3g1v0288400
OG0009505	AT4G29520	LotjaGi2g1v0231100
OG0009506	AT5G01650	LotjaGi3g1v0200000, LotjaGi1g1v0446900
OG0009507	AT2G14045	LotjaGi1g1v0786500
OG0009508	AT4G19150	LotjaGi2g1v0343800
OG0009510	AT2G29210	LotjaGi3g1v0490500
OG0009511	AT5G20670	LotjaGi4g1v0323400
OG0009512	AT1G09760	LotjaGi3g1v0094900, LotjaGi5g1v0366500
OG0009513	AT1G63810	LotjaGi1g1v0329000
OG0009514	AT4G16710	LotjaGi1g1v0184500, LotjaGi2g1v0433200
OG0009515	AT5G18610	LotjaGi6g1v0306700
OG0009516	AT1G52980	LotjaGi5g1v0041600
OG0009517	AT1G66130	LotjaGi6g1v0053700
OG0009518	AT3G19440	LotjaGi2g1v0461400
OG0009519	AT5G21910	LotjaGi5g1v0045700, LotjaGi1g1v0371100
OG0009520	AT3G45770	LotjaGi3g1v0269200
OG0009522	AT2G34357	LotjaGi4g1v0321600
OG0009523	AT3G17680, AT1G48405	LotjaGi2g1v0182300
OG0009524	AT2G28600	LotjaGi5g1v0127700
OG0009525	AT3G51270	LotjaGi1g1v0187700
OG0009526	AT1G54330	LotjaGi3g1v0131900
OG0009527	AT5G57123	LotjaGi6g1v0234200
OG0009528	AT4G15840	LotjaGi4g1v0340100
OG0009529	AT1G11320	LotjaGi1g1v0588500_LC
OG0009530	AT5G57500	LotjaGi4g1v0299700_LC
OG0009531	AT4G27590	LotjaGi1g1v0126000
OG0009532	AT4G04850	LotjaGi4g1v0042600
OG0009533	AT3G62580	LotjaGi5g1v0246300
OG0009534	AT4G01880	LotjaGi2g1v0071700
OG0009535	AT3G56040	LotjaGi6g1v0078000
OG0009536	AT1G67540	LotjaGi4g1v0364000
OG0009537	AT2G45410	LotjaGi3g1v0432600
OG0009538	AT2G20190	LotjaGi5g1v0149400, LotjaGi1g1v0700900
OG0009539	AT5G18840	LotjaGi6g1v0304100
OG0009540	AT1G14190, AT1G14185	LotjaGi2g1v0302600
OG0009541	AT1G10240	LotjaGi6g1v0365900, LotjaGi3g1v0203600_LC
OG0009542	AT3G55390	LotjaGi5g1v0355600, LotjaGi1g1v0075300
OG0009543	AT1G76920	LotjaGi2g1v0134000
OG0009544	AT2G37420	LotjaGi5g1v0070400
OG0009545	AT3G08000	LotjaGi6g1v0197900
OG0009546	AT5G48590, AT3G07310	LotjaGi3g1v0088500
OG0009547	AT3G22170	LotjaGi5g1v0098200
OG0009548	ATCG00500	LotjaGiC1v0005000, LotjaGi1g1v0224400_LC
OG0009549	AT5G66380	LotjaGi4g1v0122200
OG0009550	AT2G20020	LotjaGi4g1v0446800
OG0009551	AT4G01270, AT4G01245	LotjaGi3g1v0387800
OG0009552	AT5G62710	LotjaGi1g1v0214600, LotjaGi4g1v0246000
OG0009553	AT1G49970	LotjaGi5g1v0323000
OG0009554	AT2G26460	LotjaGi6g1v0220600
OG0009555	AT2G01818	LotjaGi2g1v0001800, LotjaGi4g1v0459200
OG0009556	AT3G25430	LotjaGi1g1v0595700
OG0009557	AT5G44750	LotjaGi2g1v0461300
OG0009558	AT2G38920	LotjaGi1g1v0741800
OG0009559	AT1G56420	LotjaGi5g1v0229500
OG0009560	AT1G77850, ATMG00940	LotjaGi1g1v0249300
OG0009561	AT5G58740	LotjaGi5g1v0357300, LotjaGi6g1v0113800
OG0009562	AT1G35660	LotjaGi5g1v0124000
OG0009563	AT3G23820	LotjaGi6g1v0040500
OG0009564	AT4G30900	LotjaGi4g1v0288000
OG0009565	AT4G30310	LotjaGi4g1v0298300
OG0009566	AT3G18580	LotjaGi4g1v0262500
OG0009567	AT5G46840	LotjaGi2g1v0334400
OG0009568	AT5G64250	LotjaGi4g1v0035700
OG0009569	AT4G30320	LotjaGi4g1v0297800
OG0009570	AT5G04600	LotjaGi6g1v0230800, LotjaGi6g1v0253100
OG0009571	AT1G31440	LotjaGi2g1v0345400
OG0009572	AT1G74850	LotjaGi4g1v0242000
OG0009573	AT2G39830	LotjaGi6g1v0066100, LotjaGi1g1v0085900
OG0009574	AT5G27395	LotjaGi5g1v0218400_LC
OG0009575	AT3G05070	LotjaGi5g1v0198700
OG0009576	AT5G66180	LotjaGi4g1v0129200
OG0009577	AT5G63370	LotjaGi4g1v0223400
OG0009578	AT2G30280	LotjaGi1g1v0611100
OG0009579	AT3G29375	LotjaGi6g1v0205100_LC, LotjaGi6g1v0181600_LC, LotjaGi6g1v0061400, LotjaGi6g1v0061500_LC, LotjaGi6g1v0356000_LC
OG0009580	AT3G05100	LotjaGi3g1v0436500
OG0009581	AT2G45670	LotjaGi3g1v0374500
OG0009582	AT4G15140	LotjaGi6g1v0028200
OG0009583	AT4G17620	LotjaGi2g1v0418500
OG0009585	AT4G12420	LotjaGi4g1v0209000
OG0009586	AT4G24840	LotjaGi4g1v0222500
OG0009587	AT1G21790	LotjaGi1g1v0260900
OG0009588	AT1G73710	LotjaGi1g1v0098200
OG0009589	AT2G23540	LotjaGi4g1v0110600
OG0009590	AT3G02650	LotjaGi2g1v0408700, LotjaGi6g1v0029600
OG0009591	AT1G64970	LotjaGi3g1v0543900, LotjaGi2g1v0263300_LC
OG0009592	AT3G24190	LotjaGi6g1v0014800
OG0009593	AT4G03100	LotjaGi5g1v0261200
OG0009594	AT2G27800	LotjaGi2g1v0362900
OG0009595	AT5G66120	LotjaGi2g1v0379500
OG0009596	AT3G29130	LotjaGi4g1v0386100
OG0009597	AT4G33630	LotjaGi4g1v0039700
OG0009598	AT1G16570	LotjaGi3g1v0369900
OG0009599	AT5G50090	LotjaGi4g1v0238300, LotjaGi1g1v0183500
OG0009600	AT3G11830	LotjaGi1g1v0058100
OG0009601	AT2G03420	LotjaGi2g1v0297700
OG0009602	AT5G23630	LotjaGi1g1v0329600
OG0009603	AT5G61580	LotjaGi5g1v0257100
OG0009604	AT3G05990	LotjaGi5g1v0316100
OG0009605	AT5G49970	LotjaGi1g1v0349900
OG0009606	AT1G72030	LotjaGi3g1v0556100
OG0009607	AT2G22420	LotjaGi3g1v0054200
OG0009609	AT1G14910, AT2G01600	LotjaGi4g1v0358800
OG0009610	AT2G38710	LotjaGi5g1v0343600
OG0009611	AT3G13330	LotjaGi6g1v0136800
OG0009612	AT5G22050	LotjaGi3g1v0184200
OG0009613	AT1G09800	LotjaGi6g1v0364100_LC
OG0009614	AT1G80760	LotjaGi3g1v0004700
OG0009615	AT3G21580	LotjaGi6g1v0300800
OG0009616	AT1G09820	LotjaGi3g1v0526100
OG0009617	AT1G20230	LotjaGi2g1v0185200
OG0009618	AT2G15890	LotjaGi4g1v0069800
OG0009619	AT4G14605	LotjaGi2g1v0086300
OG0009620	AT1G13990	LotjaGi2g1v0300400
OG0009621	AT5G07330	LotjaGi4g1v0417000
OG0009622	AT3G55520	LotjaGi1g1v0088900
OG0009624	AT4G34850	LotjaGi3g1v0532600
OG0009625	AT5G01970	LotjaGi1g1v0460300
OG0009627	AT5G19300	LotjaGi5g1v0316800
OG0009628	AT2G20370	LotjaGi1g1v0703400, LotjaGi5g1v0152600
OG0009629	AT1G65470	LotjaGi1g1v0488100
OG0009630	AT3G22510	LotjaGi2g1v0455100
OG0009631	AT2G42070	LotjaGi1g1v0726600
OG0009632	AT2G25800	LotjaGi1g1v0405800
OG0009633	AT5G25080	LotjaGi1g1v0376600
OG0009635	AT5G20890	LotjaGi1g1v0438900, LotjaGi6g1v0145000
OG0009636	AT5G40440	LotjaGi2g1v0242400
OG0009638	AT5G63970	LotjaGi1g1v0321500
OG0009639	AT2G40550	LotjaGi1g1v0307700
OG0009640	AT3G26580	LotjaGi4g1v0158200
OG0009641	AT5G05760	LotjaGi1g1v0079300
OG0009642	AT3G02700	LotjaGi1g1v0101800
OG0009643	AT2G37990	LotjaGi4g1v0270000
OG0009644	AT1G68020	LotjaGi2g1v0001300, LotjaGi4g1v0458400
OG0009645	AT3G19870	LotjaGi3g1v0526500
OG0009646	AT3G19190	LotjaGi4g1v0073100
OG0009647	AT2G03200	LotjaGi1g1v0326900
OG0009648	AT5G24800	LotjaGi1g1v0397900
OG0009649	AT1G11680	LotjaGi3g1v0064600
OG0009650	AT2G13610	LotjaGi4g1v0410100
OG0009651	AT4G39830	LotjaGi4g1v0400500
OG0009652	AT1G32190	LotjaGi2g1v0337100
OG0009653	AT1G66080	LotjaGi1g1v0098100
OG0009654	AT5G05740	LotjaGi1g1v0078600
OG0009655	AT2G43190	LotjaGi2g1v0448500
OG0009656	AT2G40770	LotjaGi1g1v0131200, LotjaGi1g1v0130300_LC
OG0009657	AT3G15660	LotjaGi3g1v0012000, LotjaGi3g1v0359300
OG0009658	AT5G49550	LotjaGi3g1v0118000
OG0009659	AT5G19680	LotjaGi3g1v0432400
OG0009660	AT4G21070	LotjaGi6g1v0312100_LC
OG0009661	AT4G03115	LotjaGi5g1v0261700
OG0009662	AT2G31170	LotjaGi1g1v0381500
OG0009663	AT5G54840	LotjaGi3g1v0362600
OG0009664	AT3G62040	LotjaGi5g1v0236500
OG0009665	AT3G42630	LotjaGi2g1v0100600
OG0009666	AT5G08050	LotjaGi1g1v0213000
OG0009667	AT3G07425	LotjaGi1g1v0594500
OG0009668	AT1G25580	LotjaGi2g1v0281600
OG0009669	AT5G23400	LotjaGi5g1v0354700
OG0009670	AT1G03110	LotjaGi1g1v0717100
OG0009671	AT4G02440	LotjaGi1g1v0765100
OG0009672	AT1G11090	LotjaGi4g1v0052300
OG0009673	AT4G08230	LotjaGi1g1v0154300
OG0009674	AT3G19990	LotjaGi2g1v0025000
OG0009675	AT3G61960	LotjaGi3g1v0404900
OG0009676	AT3G53220	LotjaGi1g1v0688200
OG0009677	AT1G32410	LotjaGi4g1v0190600, LotjaGi2g1v0416500
OG0009678	AT4G02630	LotjaGi2g1v0402500
OG0009680	AT1G50430	LotjaGi3g1v0342200
OG0009681	AT1G77710	LotjaGi1g1v0153500
OG0009682	AT4G11450	LotjaGi4g1v0426000
OG0009683	AT1G20510	LotjaGi5g1v0001200
OG0009684	AT1G30970	LotjaGi4g1v0460100
OG0009685	AT5G67220	LotjaGi4g1v0101600
OG0009686	AT5G42320	LotjaGi1g1v0435600
OG0009687	AT3G21360	LotjaGi3g1v0021600
OG0009688	AT3G15090	LotjaGi3g1v0155300
OG0009689	AT2G36130	LotjaGi1g1v0733700
OG0009690	AT1G80680	LotjaGi1g1v0006600
OG0009691	AT1G44900	LotjaGi4g1v0332400
OG0009692	AT3G54290	LotjaGi6g1v0020800, LotjaGi5g1v0344100
OG0009693	AT5G04480	LotjaGi5g1v0264300
OG0009694	AT5G25150	LotjaGi1g1v0378200
OG0009695	AT4G30790	LotjaGi4g1v0290300
OG0009696	AT1G05205	LotjaGi3g1v0190000
OG0009697	AT4G23660	LotjaGi1g1v0459100
OG0009698	AT1G68290	LotjaGi2g1v0276000, LotjaGi5g1v0339100
OG0009699	AT3G24250	LotjaGi6g1v0013900_LC
OG0009700	AT1G51450	LotjaGi3g1v0536500
OG0009701	AT1G19520	LotjaGi5g1v0015200
OG0009702	AT5G58230	LotjaGi4g1v0022400
OG0009703	AT1G67550	LotjaGi6g1v0101300
OG0009704	AT1G75670	LotjaGi1g1v0316400
OG0009706	AT3G43610	LotjaGi2g1v0461500
OG0009707	AT3G10700	LotjaGi4g1v0440500
OG0009708	AT3G55070	LotjaGi5g1v0360500
OG0009709	AT4G00080	LotjaGi3g1v0436700
OG0009710	AT3G09090	LotjaGi3g1v0215500
OG0009711	AT5G51570	LotjaGi2g1v0161900
OG0009712	AT3G44380	LotjaGi3g1v0476200
OG0009713	AT1G12930	LotjaGi1g1v0637600
OG0009714	AT4G33760	LotjaGi4g1v0454600
OG0009715	AT2G13650	LotjaGi1g1v0319400
OG0009716	AT3G60910	LotjaGi3g1v0547300
OG0009717	AT2G35500	LotjaGi3g1v0354400
OG0009718	AT4G00540, AT1G43330	LotjaGi2g1v0432400
OG0009719	AT2G23640	LotjaGi2g1v0398000
OG0009721	AT1G04010	LotjaGi1g1v0706200
OG0009722	AT5G21160	LotjaGi1g1v0055600
OG0009723	AT4G08940	LotjaGi1g1v0240200
OG0009724	AT2G18050	LotjaGi2g1v0382800
OG0009725	AT3G51930	LotjaGi3g1v0545700
OG0009726	AT2G16790	LotjaGi4g1v0163100
OG0009727	AT1G24706	LotjaGi4g1v0459500
OG0009728	AT5G23040	LotjaGi4g1v0260600
OG0009729	AT3G25440	LotjaGi6g1v0076500
OG0009730	AT5G53930	LotjaGi3g1v0155800
OG0009731	AT5G17710	LotjaGi1g1v0651200
OG0009732	AT2G35540	LotjaGi2g1v0337400
OG0009733	AT2G41970	LotjaGi1g1v0278700
OG0009734	AT4G20040	LotjaGi4g1v0019600, LotjaGi6g1v0244200
OG0009735	AT5G53210	LotjaGi1g1v0281900
OG0009736	AT3G60400	LotjaGi3g1v0065100_LC, LotjaGi1g1v0488700
OG0009737	AT2G28070	LotjaGi3g1v0167000
OG0009738	AT4G34360	LotjaGi3g1v0505200
OG0009739	AT1G02100	LotjaGi1g1v0495800
OG0009740	AT5G01340	LotjaGi1g1v0140000
OG0009742	AT1G80100	LotjaGi3g1v0008600, LotjaGi3g1v0355900
OG0009743	AT4G11570	LotjaGi2g1v0434200
OG0009744	AT2G05170	LotjaGi1g1v0555100
OG0009745	AT1G57540	LotjaGi5g1v0233700, LotjaGi4g1v0039600
OG0009746	AT1G31040	LotjaGi6g1v0242600
OG0009747	AT5G51150	LotjaGi5g1v0161500_LC
OG0009748	AT2G47620	LotjaGi1g1v0336400
OG0009749	AT3G15180	LotjaGi3g1v0045000
OG0009750	AT3G45400	LotjaGi2g1v0092200
OG0009752	AT1G05910	LotjaGi3g1v0498000
OG0009753	AT4G18520	LotjaGi4g1v0085700
OG0009754	AT1G16480	LotjaGi1g1v0554000
OG0009755	AT3G21710	LotjaGi3g1v0464600
OG0009756	AT1G65420	LotjaGi4g1v0039300
OG0009757	AT2G41720	LotjaGi1g1v0672300
OG0009758	AT1G11870	LotjaGi1g1v0339700
OG0009759	AT4G09980	LotjaGi5g1v0298100
OG0009760	AT2G15560	LotjaGi4g1v0075500
OG0009761	AT5G04830	LotjaGi5g1v0255300
OG0009762	AT5G28830	LotjaGi1g1v0780900
OG0009763	AT1G26180	LotjaGi2g1v0286000
OG0009764	AT1G20060	LotjaGi6g1v0365200_LC, LotjaGi1g1v0429900
OG0009765	AT1G08030	LotjaGi2g1v0358800
OG0009766	AT3G10220	LotjaGi5g1v0133300
OG0009767	AT4G36420	LotjaGi4g1v0122000
OG0009768	AT1G44790	LotjaGi1g1v0160600
OG0009769	AT5G38610	LotjaGi4g1v0191300
OG0009770	AT1G67680, AT1G67650	LotjaGi4g1v0363300
OG0009772	AT5G57090	LotjaGi4g1v0307500
OG0009773	AT4G16510	LotjaGi4g1v0204800
OG0009775	AT4G18780	LotjaGi6g1v0320400, LotjaGi4g1v0379000
OG0009776	AT4G14805	LotjaGi2g1v0452600
OG0009777	AT1G56260	LotjaGi1g1v0365900
OG0009778	AT2G05920	LotjaGi6g1v0224300
OG0009779	AT4G14380	LotjaGi6g1v0362900, LotjaGi6g1v0005300
OG0009780	AT5G56450	LotjaGi1g1v0367500
OG0009781	AT5G10250	LotjaGi4g1v0397100
OG0009782	AT5G26170	LotjaGi5g1v0047800
OG0009783	AT1G77930	LotjaGi1g1v0248500
OG0009784	AT3G47870	LotjaGi1g1v0187800
OG0009786	AT2G19385	LotjaGi4g1v0328300
OG0009787	AT3G16980	LotjaGi6g1v0257100
OG0009788	AT2G44050	LotjaGi4g1v0020700
OG0009789	AT4G01650	LotjaGi5g1v0236300
OG0009790	AT2G45640	LotjaGi3g1v0374100
OG0009791	AT2G37440	LotjaGi5g1v0069800, LotjaGi1g1v0697900
OG0009792	AT1G27980	LotjaGi1g1v0531300
OG0009793	AT3G29185	LotjaGi2g1v0262300
OG0009794	AT3G11900	LotjaGi1g1v0742000
OG0009795	AT2G17140	LotjaGi4g1v0047400
OG0009796	AT5G63040	LotjaGi1g1v0177700
OG0009797	AT2G39740	LotjaGi2g1v0269300, LotjaGi6g1v0067550
OG0009798	AT3G52860	LotjaGi4g1v0404900
OG0009799	AT1G35510	LotjaGi3g1v0337000
OG0009800	AT2G47310	LotjaGi1g1v0758000_LC, LotjaGi1g1v0758600_LC
OG0009801	AT3G48380	LotjaGi1g1v0230900
OG0009802	AT1G70000	LotjaGi2g1v0312200
OG0009803	AT5G46290	LotjaGi4g1v0024200
OG0009804	AT5G37830	LotjaGi4g1v0038800
OG0009805	AT2G06010	LotjaGi4g1v0325000
OG0009806	AT5G65280	LotjaGi6g1v0092000
OG0009807	AT2G25310, AT4G32130	LotjaGi1g1v0381600
OG0009808	AT1G24095	LotjaGi2g1v0314900
OG0009809	AT5G42310	LotjaGi1g1v0435500
OG0009810	AT3G09730	LotjaGi1g1v0693100, LotjaGi5g1v0076100
OG0009812	AT3G09890	LotjaGi5g1v0084700
OG0009813	AT2G35040	LotjaGi3g1v0107300
OG0009814	AT4G01870	LotjaGi2g1v0070500, LotjaGi2g1v0070300
OG0009815	AT1G68050	LotjaGi4g1v0457700
OG0009816	AT1G13330	LotjaGi2g1v0278700
OG0009817	AT1G15290	LotjaGi3g1v0354600
OG0009818	AT1G66345	LotjaGi2g1v0019900
OG0009819	AT1G27620	LotjaGi5g1v0012500
OG0009820	AT5G13825	LotjaGi2g1v0236900
OG0009821	AT4G33150	LotjaGi4g1v0318800
OG0009822	AT5G58430	LotjaGi2g1v0376400, LotjaGi1g1v0112700
OG0009823	AT3G53360	LotjaGi1g1v0693300
OG0009824	AT2G04560	LotjaGi3g1v0085500
OG0009825	AT5G24120	LotjaGi1g1v0281500
OG0009826	AT5G45780	LotjaGi6g1v0321200
OG0009827	AT1G67180	LotjaGi4g1v0203800_LC, LotjaGi2g1v0251700
OG0009828	AT5G48870	LotjaGi4g1v0025100
OG0009829	AT3G07630	LotjaGi2g1v0364500
OG0009831	AT4G39690	LotjaGi4g1v0401000
OG0009832	AT2G34680	LotjaGi6g1v0213500
OG0009833	AT5G19750	LotjaGi1g1v0656600
OG0009834	AT2G22010	LotjaGi1g1v0311400
OG0009835	AT1G79080	LotjaGi3g1v0140500
OG0009836	AT3G24760	LotjaGi1g1v0584800
OG0009837	AT2G41680	LotjaGi5g1v0137700
OG0009838	AT1G61620	LotjaGi6g1v0341700
OG0009839	AT4G19860	LotjaGi4g1v0084600
OG0009840	AT5G01270	LotjaGi1g1v0439500
OG0009841	AT5G22080	LotjaGi3g1v0183300
OG0009842	AT3G59410	LotjaGi3g1v0498400
OG0009843	AT1G75350	LotjaGi5g1v0013200
OG0009844	AT3G17940	LotjaGi2g1v0196400, LotjaGi2g1v0196300
OG0009845	AT1G16445	LotjaGi3g1v0135200
OG0009846	AT4G32990, AT2G26060	LotjaGi1g1v0676000
OG0009847	AT4G32915	LotjaGi5g1v0278100
OG0009848	AT3G04710	LotjaGi1g1v0782500
OG0009849	AT3G54440	LotjaGi3g1v0318400
OG0009850	AT5G57770	LotjaGi4g1v0294400
OG0009852	AT1G10280	LotjaGi0g1v0001200
OG0009853	AT1G11710	LotjaGi4g1v0014600
OG0009854	AT5G65890	LotjaGi2g1v0411700
OG0009856	AT2G38770	LotjaGi2g1v0024500
OG0009857	AT3G06050	LotjaGi6g1v0296700
OG0009858	AT1G08830	LotjaGi1g1v0777100
OG0009859	AT2G20340	LotjaGi1g1v0703100
OG0009860	AT1G78910	LotjaGi5g1v0039400
OG0009861	AT1G07830	LotjaGi1g1v0011400
OG0009862	AT4G29860	LotjaGi1g1v0426000
OG0009863	AT2G17710	LotjaGi2g1v0377700
OG0009864	AT3G57050	LotjaGi2g1v0053000
OG0009865	AT2G20210	LotjaGi1g1v0701100
OG0009866	AT5G47920	LotjaGi1g1v0636800
OG0009867	AT4G37190	LotjaGi2g1v0398700, LotjaGi6g1v0033200
OG0009868	AT2G04845	LotjaGi6g1v0022800
OG0009869	AT1G71820	LotjaGi4g1v0372000
OG0009870	AT1G33780	LotjaGi3g1v0337800
OG0009871	AT4G15090	LotjaGi5g1v0324300
OG0009872	AT5G64813	LotjaGi4g1v0403900
OG0009873	AT1G04900	LotjaGi6g1v0267000
OG0009874	AT3G02260	LotjaGi1g1v0519700
OG0009875	AT3G48820	LotjaGi4g1v0420300
OG0009876	AT4G02485	LotjaGi1g1v0038300
OG0009877	AT4G15420	LotjaGi1g1v0062200
OG0009878	AT3G13840	LotjaGi3g1v0414350
OG0009879	AT3G23890	LotjaGi3g1v0121000
OG0009880	AT2G25625	LotjaGi1g1v0388100, LotjaGi1g1v0388200
OG0009881	AT4G29735	LotjaGi4g1v0309500
OG0009882	AT5G64520	LotjaGi3g1v0525200, LotjaGi4g1v0158300_LC
OG0009883	AT3G12685	LotjaGi3g1v0130500
OG0009884	AT1G75150	LotjaGi1g1v0418400
OG0009885	AT4G19140	LotjaGi2g1v0343200
OG0009886	AT4G16440	LotjaGi4g1v0007600, LotjaGi2g1v0407500_LC
OG0009887	AT5G39980	LotjaGi6g1v0036900_LC, LotjaGi6g1v0036700
OG0009889	AT1G78560	LotjaGi3g1v0304500
OG0009890	AT3G58600	LotjaGi3g1v0450100
OG0009891	AT4G12230	LotjaGi4g1v0215300
OG0009892	AT5G49820	LotjaGi4g1v0002100
OG0009893	AT5G07590	LotjaGi5g1v0257000
OG0009895	AT5G42090	LotjaGi6g1v0032700
OG0009896	AT3G13560	LotjaGi4g1v0375400, LotjaGi6g1v0035800
OG0009897	AT1G05970	LotjaGi3g1v0114800
OG0009898	AT2G21440	LotjaGi1g1v0706700
OG0009899	AT2G28790	LotjaGi2g1v0371700
OG0009900	AT4G28485	LotjaGi3g1v0242100, LotjaGi4g1v0417100
OG0009901	AT2G40240, AT3G56030	LotjaGi2g1v0167900
OG0009902	AT1G48950	LotjaGi4g1v0262300
OG0009903	AT3G54120	LotjaGi3g1v0216100
OG0009904	AT5G59305	LotjaGi2g1v0371900_LC
OG0009905	AT3G59800	LotjaGi4g1v0067300
OG0009906	AT1G22060	LotjaGi1g1v0247500_LC
OG0009907	AT1G28100	LotjaGi3g1v0304700
OG0009908	AT2G01350	LotjaGi2g1v0061600
OG0009909	AT1G79280	LotjaGi3g1v0131500
OG0009910	AT1G24560	LotjaGi4g1v0392300
OG0009911	AT2G22790	LotjaGi2g1v0413100
OG0009912	AT2G01110	LotjaGi5g1v0333200
OG0009913	AT3G61420, AT1G55750	LotjaGi5g1v0258200
OG0009914	AT1G72190	LotjaGi3g1v0335100
OG0009915	AT3G57320	LotjaGi5g1v0136000
OG0009916	AT3G13940	LotjaGi6g1v0236200_LC, LotjaGi6g1v0236100
OG0009917	AT2G41120	LotjaGi1g1v0654500
OG0009918	AT5G11980	LotjaGi4g1v0133800
OG0009919	AT3G62910	LotjaGi1g1v0768000
OG0009920	AT5G22370	LotjaGi1g1v0361700
OG0009921	AT5G39350	LotjaGi5g1v0362900, LotjaGi5g1v0347900
OG0009922	AT4G21445	LotjaGi6g1v0339600
OG0009923	AT3G08940, AT5G01530	LotjaGi3g1v0210100
OG0009924	AT3G05675	LotjaGi1g1v0737500
OG0009925	AT1G30440	LotjaGi6g1v0212800
OG0009926	AT5G08630	LotjaGi4g1v0415500
OG0009927	AT4G31120	LotjaGi1g1v0392200
OG0009928	AT3G20475	LotjaGi1g1v0027200
OG0009929	AT5G67265	LotjaGi2g1v0405050
OG0009930	AT5G08260	LotjaGi3g1v0529300, LotjaGi3g1v0485900
OG0009931	AT4G17830	LotjaGi2g1v0414400
OG0009932	AT1G21065	LotjaGi4g1v0083500
OG0009933	AT2G40815	LotjaGi1g1v0128700
OG0009934	AT3G09085	LotjaGi3g1v0215600, LotjaGi1g1v0572200
OG0009935	AT1G30380	LotjaGi1g1v0227100
OG0009936	AT5G14140	LotjaGi1g1v0624700
OG0009937	AT1G21700	LotjaGi1g1v0264000
OG0009938	AT4G13200	LotjaGi3g1v0232800
OG0009939	AT3G04680	LotjaGi5g1v0360550
OG0009940	AT2G38000	LotjaGi1g1v0573800
OG0009941	AT1G16790	LotjaGi4g1v0466000_LC, LotjaGi4g1v0391900
OG0009942	AT1G55480	LotjaGi4g1v0386500
OG0009943	AT3G57520	LotjaGi1g1v0720200
OG0009944	AT5G57120	LotjaGi4g1v0306900
OG0009945	AT3G24820	LotjaGi3g1v0081300
OG0009946	AT1G16330	LotjaGi3g1v0298600
OG0009947	AT1G48300	LotjaGi4g1v0316500
